nameWithOwner,url,createdAt,stargazerCount,name,updatedAt,primaryLanguage.name,pullRequests.totalCount,releases.totalCount,releases.nodes,open.totalCount,closed.totalCount
redis/jedis,https://github.com/redis/jedis,2010-06-11T13:04:43Z,10028,jedis,2021-09-07T15:03:53Z,Java,743,49,"[{""createdAt"":""2013-09-06T19:09:14Z""},{""createdAt"":""2014-02-03T16:09:49Z""},{""createdAt"":""2014-02-05T15:51:37Z""},{""createdAt"":""2014-02-12T15:24:07Z""},{""createdAt"":""2014-02-17T23:12:22Z""},{""createdAt"":""2014-03-12T17:14:50Z""},{""createdAt"":""2014-05-27T16:50:24Z""},{""createdAt"":""2014-05-29T15:44:57Z""},{""createdAt"":""2014-08-04T15:19:19Z""},{""createdAt"":""2014-09-21T20:19:46Z""},{""createdAt"":""2014-11-18T13:31:10Z""},{""createdAt"":""2014-12-31T15:03:37Z""},{""createdAt"":""2015-03-29T19:46:52Z""},{""createdAt"":""2015-04-28T17:28:48Z""},{""createdAt"":""2015-11-23T21:28:42Z""},{""createdAt"":""2016-03-14T20:44:00Z""},{""createdAt"":""2016-07-22T12:50:53Z""},{""createdAt"":""2016-07-22T12:38:47Z""},{""createdAt"":""2018-11-16T21:30:26Z""},{""createdAt"":""2018-08-14T11:05:02Z""},{""createdAt"":""2018-11-27T18:01:26Z""},{""createdAt"":""2018-12-02T10:06:37Z""},{""createdAt"":""2018-11-27T18:01:41Z""},{""createdAt"":""2018-12-25T08:44:01Z""},{""createdAt"":""2018-12-25T08:25:13Z""},{""createdAt"":""2019-01-20T07:56:46Z""},{""createdAt"":""2019-02-10T16:33:07Z""},{""createdAt"":""2019-03-05T12:16:26Z""},{""createdAt"":""2019-03-26T16:07:50Z""},{""createdAt"":""2019-06-11T07:49:28Z""},{""createdAt"":""2019-06-17T11:02:50Z""},{""createdAt"":""2019-07-04T07:00:06Z""},{""createdAt"":""2019-07-17T04:13:22Z""},{""createdAt"":""2019-07-21T12:02:48Z""},{""createdAt"":""2019-07-21T12:02:48Z""},{""createdAt"":""2019-12-09T12:27:09Z""},{""createdAt"":""2020-05-03T15:04:35Z""},{""createdAt"":""2020-12-08T11:31:58Z""},{""createdAt"":""2020-12-27T11:21:23Z""},{""createdAt"":""2021-01-19T19:24:33Z""},{""createdAt"":""2021-01-23T15:08:23Z""},{""createdAt"":""2021-03-31T02:08:56Z""},{""createdAt"":""2021-03-15T15:34:35Z""},{""createdAt"":""2021-04-14T08:18:02Z""},{""createdAt"":""2021-06-13T11:05:36Z""},{""createdAt"":""2021-07-14T09:48:58Z""},{""createdAt"":""2021-07-20T13:48:53Z""},{""createdAt"":""2021-08-16T13:39:41Z""},{""createdAt"":""2021-08-16T13:39:41Z""}]",129,1296
code4craft/webmagic,https://github.com/code4craft/webmagic,2013-04-23T12:57:36Z,10014,webmagic,2021-09-07T10:06:26Z,Java,85,20,"[{""createdAt"":""2013-07-25T05:48:56Z""},{""createdAt"":""2013-08-20T15:39:44Z""},{""createdAt"":""2013-08-11T10:53:13Z""},{""createdAt"":""2013-09-04T02:50:56Z""},{""createdAt"":""2013-09-08T14:24:58Z""},{""createdAt"":""2013-09-23T05:12:25Z""},{""createdAt"":""2013-11-11T06:33:06Z""},{""createdAt"":""2013-11-28T05:04:27Z""},{""createdAt"":""2013-12-03T15:35:01Z""},{""createdAt"":""2014-03-12T23:49:38Z""},{""createdAt"":""2014-04-27T04:52:19Z""},{""createdAt"":""2014-05-02T16:00:02Z""},{""createdAt"":""2014-06-04T09:35:31Z""},{""createdAt"":""2016-01-21T11:31:50Z""},{""createdAt"":""2016-12-18T03:20:28Z""},{""createdAt"":""2017-01-21T04:04:12Z""},{""createdAt"":""2017-05-29T01:36:42Z""},{""createdAt"":""2017-06-03T23:52:54Z""},{""createdAt"":""2017-06-17T08:10:10Z""},{""createdAt"":""2017-07-30T07:29:22Z""}]",275,579
mission-peace/interview,https://github.com/mission-peace/interview,2014-07-20T21:27:31Z,9933,interview,2021-09-07T17:01:29Z,Java,72,0,[],58,25
keycloak/keycloak,https://github.com/keycloak/keycloak,2013-07-02T13:38:51Z,9929,keycloak,2021-09-07T21:09:41Z,Java,7088,11,"[{""createdAt"":""2020-12-16T12:02:56Z""},{""createdAt"":""2020-12-18T09:03:32Z""},{""createdAt"":""2021-01-18T12:25:10Z""},{""createdAt"":""2021-02-16T05:29:56Z""},{""createdAt"":""2021-03-01T06:38:22Z""},{""createdAt"":""2021-05-06T10:38:52Z""},{""createdAt"":""2021-05-25T08:24:42Z""},{""createdAt"":""2021-06-18T07:09:24Z""},{""createdAt"":""2021-07-30T10:38:45Z""},{""createdAt"":""2021-08-06T11:13:53Z""},{""createdAt"":""2021-08-20T07:09:43Z""}]",0,0
gyf-dev/ImmersionBar,https://github.com/gyf-dev/ImmersionBar,2017-04-19T05:10:09Z,9842,ImmersionBar,2021-09-07T07:42:51Z,Java,1,0,[],111,398
apache/zookeeper,https://github.com/apache/zookeeper,2009-03-27T15:41:56Z,9816,zookeeper,2021-09-07T17:25:10Z,Java,2,0,[],0,0
YoKeyword/Fragmentation,https://github.com/YoKeyword/Fragmentation,2016-02-23T08:54:55Z,9703,Fragmentation,2021-09-07T03:50:59Z,Java,31,30,"[{""createdAt"":""2017-07-01T11:07:43Z""},{""createdAt"":""2017-07-05T07:28:49Z""},{""createdAt"":""2017-07-08T03:51:35Z""},{""createdAt"":""2017-07-11T03:38:16Z""},{""createdAt"":""2017-07-24T15:18:36Z""},{""createdAt"":""2017-07-27T13:22:09Z""},{""createdAt"":""2017-08-01T15:43:16Z""},{""createdAt"":""2017-08-08T04:24:03Z""},{""createdAt"":""2017-08-20T15:52:57Z""},{""createdAt"":""2017-08-24T12:48:40Z""},{""createdAt"":""2017-09-06T09:05:46Z""},{""createdAt"":""2017-09-12T13:57:52Z""},{""createdAt"":""2017-09-13T12:37:46Z""},{""createdAt"":""2017-10-24T09:21:31Z""},{""createdAt"":""2017-11-05T09:38:23Z""},{""createdAt"":""2017-11-30T09:55:03Z""},{""createdAt"":""2017-12-21T12:18:54Z""},{""createdAt"":""2018-01-02T02:05:44Z""},{""createdAt"":""2018-01-02T07:31:39Z""},{""createdAt"":""2018-01-03T14:41:26Z""},{""createdAt"":""2018-01-22T14:15:49Z""},{""createdAt"":""2018-02-05T15:36:28Z""},{""createdAt"":""2018-02-25T13:52:21Z""},{""createdAt"":""2018-03-07T16:13:10Z""},{""createdAt"":""2018-03-08T06:56:11Z""},{""createdAt"":""2018-03-26T11:51:56Z""},{""createdAt"":""2018-05-17T09:27:09Z""},{""createdAt"":""2018-06-18T16:51:35Z""},{""createdAt"":""2018-08-14T15:16:47Z""},{""createdAt"":""2019-06-07T13:48:45Z""}]",188,1033
aosp-mirror/platform_frameworks_base,https://github.com/aosp-mirror/platform_frameworks_base,2008-10-21T18:20:37Z,9700,platform_frameworks_base,2021-09-07T04:21:59Z,Java,1,0,[],0,0
daniulive/SmarterStreaming,https://github.com/daniulive/SmarterStreaming,2016-03-26T14:46:02Z,9675,SmarterStreaming,2021-09-07T13:42:50Z,Java,0,0,[],3,112
liaohuqiu/android-Ultra-Pull-To-Refresh,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh,2014-11-13T03:13:10Z,9674,android-Ultra-Pull-To-Refresh,2021-09-06T15:26:43Z,Java,19,8,"[{""createdAt"":""2014-11-30T09:27:17Z""},{""createdAt"":""2014-12-09T16:06:24Z""},{""createdAt"":""2015-01-12T07:06:38Z""},{""createdAt"":""2015-01-16T15:05:48Z""},{""createdAt"":""2015-03-13T06:48:52Z""},{""createdAt"":""2015-04-06T14:45:08Z""},{""createdAt"":""2015-06-10T02:19:18Z""},{""createdAt"":""2015-09-19T09:11:41Z""}]",150,146
ksoichiro/Android-ObservableScrollView,https://github.com/ksoichiro/Android-ObservableScrollView,2014-11-08T14:45:20Z,9622,Android-ObservableScrollView,2021-09-03T14:20:41Z,Java,18,0,[],174,88
OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator,2018-05-12T09:57:56Z,9598,openapi-generator,2021-09-07T21:20:35Z,Java,4867,42,"[{""createdAt"":""2018-06-01T07:48:15Z""},{""createdAt"":""2018-06-11T14:32:15Z""},{""createdAt"":""2018-06-18T05:19:53Z""},{""createdAt"":""2018-06-27T13:44:56Z""},{""createdAt"":""2018-07-06T15:37:48Z""},{""createdAt"":""2018-07-18T07:31:56Z""},{""createdAt"":""2018-07-25T16:09:52Z""},{""createdAt"":""2018-08-06T14:06:39Z""},{""createdAt"":""2018-08-14T09:47:59Z""},{""createdAt"":""2018-08-22T08:44:31Z""},{""createdAt"":""2018-08-30T11:08:03Z""},{""createdAt"":""2018-10-01T15:56:52Z""},{""createdAt"":""2018-10-15T15:18:24Z""},{""createdAt"":""2018-10-31T12:48:14Z""},{""createdAt"":""2018-11-15T02:20:39Z""},{""createdAt"":""2018-11-30T17:04:00Z""},{""createdAt"":""2018-12-31T09:10:47Z""},{""createdAt"":""2019-01-31T23:00:22Z""},{""createdAt"":""2019-04-04T12:50:50Z""},{""createdAt"":""2019-05-13T12:56:47Z""},{""createdAt"":""2019-05-31T15:42:55Z""},{""createdAt"":""2019-06-20T04:39:15Z""},{""createdAt"":""2019-07-09T12:44:31Z""},{""createdAt"":""2019-08-09T14:25:32Z""},{""createdAt"":""2019-08-26T07:59:33Z""},{""createdAt"":""2019-09-11T10:33:27Z""},{""createdAt"":""2019-10-04T05:46:07Z""},{""createdAt"":""2019-10-31T03:36:53Z""},{""createdAt"":""2019-11-15T08:07:03Z""},{""createdAt"":""2019-12-02T05:12:10Z""},{""createdAt"":""2020-01-31T08:24:06Z""},{""createdAt"":""2020-03-27T03:34:43Z""},{""createdAt"":""2020-05-06T09:10:31Z""},{""createdAt"":""2020-06-29T15:06:47Z""},{""createdAt"":""2020-09-04T05:03:45Z""},{""createdAt"":""2020-11-20T07:18:58Z""},{""createdAt"":""2020-12-21T05:04:11Z""},{""createdAt"":""2021-02-06T08:37:22Z""},{""createdAt"":""2021-03-20T08:45:05Z""},{""createdAt"":""2021-05-07T01:57:19Z""},{""createdAt"":""2021-07-09T09:06:55Z""},{""createdAt"":""2021-08-16T11:08:29Z""}]",2370,2044
alibaba/DataX,https://github.com/alibaba/DataX,2018-01-18T10:09:47Z,9570,DataX,2021-09-07T09:57:50Z,Java,58,0,[],706,143
janishar/mit-deep-learning-book-pdf,https://github.com/janishar/mit-deep-learning-book-pdf,2017-04-07T10:46:50Z,9558,mit-deep-learning-book-pdf,2021-09-07T14:43:43Z,Java,5,3,"[{""createdAt"":""2017-04-07T11:28:54Z""},{""createdAt"":""2017-04-07T17:30:41Z""},{""createdAt"":""2019-04-19T21:16:25Z""}]",9,6
apache/pulsar,https://github.com/apache/pulsar,2016-06-28T07:00:03Z,9549,pulsar,2021-09-07T20:50:24Z,Java,7125,50,"[{""createdAt"":""2016-09-07T05:11:15Z""},{""createdAt"":""2016-10-18T22:21:36Z""},{""createdAt"":""2016-10-27T21:00:16Z""},{""createdAt"":""2016-11-03T17:49:18Z""},{""createdAt"":""2016-12-13T23:56:17Z""},{""createdAt"":""2016-12-15T01:03:51Z""},{""createdAt"":""2017-01-04T05:18:06Z""},{""createdAt"":""2017-01-20T22:50:15Z""},{""createdAt"":""2017-01-26T01:12:51Z""},{""createdAt"":""2017-02-02T22:38:37Z""},{""createdAt"":""2017-02-25T02:26:51Z""},{""createdAt"":""2017-02-28T00:54:30Z""},{""createdAt"":""2017-03-04T02:10:51Z""},{""createdAt"":""2017-03-10T21:31:03Z""},{""createdAt"":""2017-03-24T21:44:59Z""},{""createdAt"":""2017-03-31T02:14:13Z""},{""createdAt"":""2017-03-31T05:16:54Z""},{""createdAt"":""2017-04-07T01:05:56Z""},{""createdAt"":""2017-04-20T21:06:29Z""},{""createdAt"":""2017-04-25T06:29:34Z""},{""createdAt"":""2017-05-03T01:01:44Z""},{""createdAt"":""2017-06-17T01:41:18Z""},{""createdAt"":""2017-08-09T00:17:21Z""},{""createdAt"":""2017-10-13T07:38:55Z""},{""createdAt"":""2017-12-18T03:14:48Z""},{""createdAt"":""2018-03-05T06:14:47Z""},{""createdAt"":""2018-06-13T00:57:13Z""},{""createdAt"":""2018-05-27T05:39:13Z""},{""createdAt"":""2018-06-18T19:51:19Z""},{""createdAt"":""2018-08-01T10:31:31Z""},{""createdAt"":""2018-09-17T20:40:40Z""},{""createdAt"":""2018-10-23T22:42:35Z""},{""createdAt"":""2018-12-24T16:48:13Z""},{""createdAt"":""2019-02-20T15:27:52Z""},{""createdAt"":""2019-04-13T00:50:33Z""},{""createdAt"":""2019-05-30T18:39:08Z""},{""createdAt"":""2019-07-02T07:31:50Z""},{""createdAt"":""2019-09-04T04:34:47Z""},{""createdAt"":""2019-12-04T05:08:48Z""},{""createdAt"":""2020-04-20T07:45:32Z""},{""createdAt"":""2020-05-18T23:34:02Z""},{""createdAt"":""2020-06-17T06:22:34Z""},{""createdAt"":""2020-08-20T15:14:53Z""},{""createdAt"":""2020-11-09T05:06:52Z""},{""createdAt"":""2020-11-30T13:42:31Z""},{""createdAt"":""2021-03-16T00:32:26Z""},{""createdAt"":""2021-05-10T09:40:20Z""},{""createdAt"":""2021-06-02T16:58:54Z""},{""createdAt"":""2021-06-15T07:28:49Z""},{""createdAt"":""2021-08-02T10:03:16Z""}]",1274,2559
HarlonWang/AVLoadingIndicatorView,https://github.com/HarlonWang/AVLoadingIndicatorView,2015-10-24T20:18:33Z,9548,AVLoadingIndicatorView,2021-09-07T12:10:12Z,Java,8,1,"[{""createdAt"":""2015-11-20T08:02:07Z""}]",64,37
macrozheng/mall-learning,https://github.com/macrozheng/mall-learning,2019-04-12T13:20:31Z,9511,mall-learning,2021-09-07T14:37:00Z,Java,0,0,[],5,66
pockethub/PocketHub,https://github.com/pockethub/PocketHub,2011-09-08T16:52:50Z,9473,PocketHub,2021-09-07T02:57:19Z,Java,379,1,"[{""createdAt"":""2017-08-18T14:15:51Z""}]",123,535
wasabeef/glide-transformations,https://github.com/wasabeef/glide-transformations,2015-01-09T10:33:29Z,9448,glide-transformations,2021-09-07T09:21:43Z,Java,34,0,[],47,104
google/auto,https://github.com/google/auto,2013-05-22T21:41:56Z,9382,auto,2021-09-07T06:58:57Z,Java,459,51,"[{""createdAt"":""2016-06-10T23:31:20Z""},{""createdAt"":""2016-06-16T00:23:13Z""},{""createdAt"":""2016-08-29T22:45:35Z""},{""createdAt"":""2016-09-08T07:20:56Z""},{""createdAt"":""2016-10-17T05:50:09Z""},{""createdAt"":""2016-10-17T16:42:58Z""},{""createdAt"":""2016-12-22T01:10:38Z""},{""createdAt"":""2017-02-21T14:50:10Z""},{""createdAt"":""2017-03-07T15:38:15Z""},{""createdAt"":""2017-03-17T00:34:17Z""},{""createdAt"":""2017-04-07T01:26:42Z""},{""createdAt"":""2017-08-15T16:16:19Z""},{""createdAt"":""2017-09-21T01:04:41Z""},{""createdAt"":""2017-10-18T23:00:03Z""},{""createdAt"":""2017-12-05T22:50:59Z""},{""createdAt"":""2017-12-18T16:59:08Z""},{""createdAt"":""2018-01-18T15:04:53Z""},{""createdAt"":""2017-12-11T22:01:23Z""},{""createdAt"":""2018-03-08T22:32:29Z""},{""createdAt"":""2018-03-20T15:34:58Z""},{""createdAt"":""2018-03-26T15:13:25Z""},{""createdAt"":""2018-06-07T00:27:32Z""},{""createdAt"":""2018-06-26T16:21:51Z""},{""createdAt"":""2018-10-22T13:54:23Z""},{""createdAt"":""2018-12-11T01:44:45Z""},{""createdAt"":""2019-03-22T20:38:22Z""},{""createdAt"":""2019-04-04T21:45:44Z""},{""createdAt"":""2019-04-10T18:10:39Z""},{""createdAt"":""2019-07-16T19:36:14Z""},{""createdAt"":""2019-08-19T17:14:35Z""},{""createdAt"":""2019-09-24T11:11:46Z""},{""createdAt"":""2019-10-01T00:09:27Z""},{""createdAt"":""2019-10-10T00:10:03Z""},{""createdAt"":""2020-05-01T22:43:03Z""},{""createdAt"":""2020-05-13T14:56:25Z""},{""createdAt"":""2020-05-13T18:30:46Z""},{""createdAt"":""2020-06-10T20:22:56Z""},{""createdAt"":""2020-06-30T23:50:15Z""},{""createdAt"":""2020-07-08T23:32:02Z""},{""createdAt"":""2020-08-11T15:55:59Z""},{""createdAt"":""2021-03-16T00:41:09Z""},{""createdAt"":""2021-03-22T18:20:22Z""},{""createdAt"":""2021-04-06T19:14:34Z""},{""createdAt"":""2021-04-06T20:03:06Z""},{""createdAt"":""2021-04-06T21:47:10Z""},{""createdAt"":""2021-04-21T22:20:36Z""},{""createdAt"":""2021-04-21T22:29:08Z""},{""createdAt"":""2021-06-01T19:36:28Z""},{""createdAt"":""2021-07-01T17:47:55Z""},{""createdAt"":""2021-07-16T17:52:17Z""},{""createdAt"":""2021-07-25T19:49:51Z""}]",64,367
react-native-camera/react-native-camera,https://github.com/react-native-camera/react-native-camera,2015-04-01T00:54:40Z,9361,react-native-camera,2021-09-07T14:26:32Z,Java,770,142,"[{""createdAt"":""2019-05-13T17:21:10Z""},{""createdAt"":""2019-05-15T12:14:22Z""},{""createdAt"":""2019-06-02T19:26:20Z""},{""createdAt"":""2019-06-06T19:05:54Z""},{""createdAt"":""2019-06-13T01:29:33Z""},{""createdAt"":""2019-06-20T01:09:39Z""},{""createdAt"":""2019-07-09T20:44:44Z""},{""createdAt"":""2019-07-19T12:31:33Z""},{""createdAt"":""2019-08-02T14:19:36Z""},{""createdAt"":""2019-08-07T20:53:12Z""},{""createdAt"":""2019-08-07T20:58:26Z""},{""createdAt"":""2019-08-08T06:50:35Z""},{""createdAt"":""2019-08-08T17:36:42Z""},{""createdAt"":""2019-08-17T21:55:08Z""},{""createdAt"":""2019-08-21T07:45:42Z""},{""createdAt"":""2019-08-22T14:53:20Z""},{""createdAt"":""2019-08-22T18:43:41Z""},{""createdAt"":""2019-09-02T12:47:41Z""},{""createdAt"":""2019-09-02T18:35:47Z""},{""createdAt"":""2019-09-05T21:04:25Z""},{""createdAt"":""2019-09-09T12:21:04Z""},{""createdAt"":""2019-09-24T12:37:33Z""},{""createdAt"":""2019-09-24T13:51:56Z""},{""createdAt"":""2019-10-08T15:30:13Z""},{""createdAt"":""2019-10-09T14:41:17Z""},{""createdAt"":""2019-10-14T13:41:45Z""},{""createdAt"":""2019-10-19T02:12:02Z""},{""createdAt"":""2019-11-04T21:46:50Z""},{""createdAt"":""2019-11-20T10:13:46Z""},{""createdAt"":""2019-11-29T21:18:30Z""},{""createdAt"":""2019-11-29T22:04:16Z""},{""createdAt"":""2019-12-01T23:56:03Z""},{""createdAt"":""2019-12-10T14:07:04Z""},{""createdAt"":""2019-12-13T17:55:53Z""},{""createdAt"":""2019-12-31T15:35:49Z""},{""createdAt"":""2020-01-27T20:18:11Z""},{""createdAt"":""2020-02-05T15:53:24Z""},{""createdAt"":""2020-02-14T02:26:08Z""},{""createdAt"":""2020-02-27T17:52:07Z""},{""createdAt"":""2020-03-11T16:40:29Z""},{""createdAt"":""2020-03-16T16:43:54Z""},{""createdAt"":""2020-03-19T18:49:01Z""},{""createdAt"":""2020-03-20T19:58:22Z""},{""createdAt"":""2020-04-05T14:57:56Z""},{""createdAt"":""2020-04-08T20:57:06Z""},{""createdAt"":""2020-04-14T23:08:19Z""},{""createdAt"":""2020-04-15T14:18:17Z""},{""createdAt"":""2020-05-05T19:07:43Z""},{""createdAt"":""2020-05-05T20:41:29Z""},{""createdAt"":""2020-05-11T13:06:15Z""},{""createdAt"":""2020-05-12T20:58:22Z""},{""createdAt"":""2020-05-14T11:48:57Z""},{""createdAt"":""2020-06-04T15:19:35Z""},{""createdAt"":""2020-06-05T12:42:28Z""},{""createdAt"":""2020-06-05T16:39:51Z""},{""createdAt"":""2020-06-09T13:20:21Z""},{""createdAt"":""2020-06-10T21:41:15Z""},{""createdAt"":""2020-06-30T13:58:08Z""},{""createdAt"":""2020-07-13T11:26:29Z""},{""createdAt"":""2020-07-17T15:05:43Z""},{""createdAt"":""2020-07-21T21:36:27Z""},{""createdAt"":""2020-07-23T17:06:08Z""},{""createdAt"":""2020-07-23T17:07:52Z""},{""createdAt"":""2020-08-11T18:59:08Z""},{""createdAt"":""2020-08-21T11:22:07Z""},{""createdAt"":""2020-09-02T01:26:22Z""},{""createdAt"":""2020-09-08T17:30:32Z""},{""createdAt"":""2020-09-17T15:10:17Z""},{""createdAt"":""2020-09-18T14:43:23Z""},{""createdAt"":""2021-01-06T19:19:41Z""},{""createdAt"":""2021-01-06T19:32:38Z""},{""createdAt"":""2021-01-06T19:45:42Z""},{""createdAt"":""2021-01-06T19:54:00Z""},{""createdAt"":""2021-01-06T20:14:33Z""},{""createdAt"":""2021-01-08T13:52:53Z""},{""createdAt"":""2021-01-12T14:39:31Z""},{""createdAt"":""2021-02-10T01:29:16Z""},{""createdAt"":""2021-02-10T21:19:19Z""},{""createdAt"":""2021-02-23T00:37:11Z""},{""createdAt"":""2021-02-25T22:20:19Z""},{""createdAt"":""2021-03-26T19:28:06Z""},{""createdAt"":""2021-04-01T14:55:41Z""},{""createdAt"":""2021-04-05T12:28:56Z""},{""createdAt"":""2021-04-09T22:04:14Z""},{""createdAt"":""2021-04-11T15:06:22Z""},{""createdAt"":""2021-04-18T15:06:44Z""},{""createdAt"":""2021-05-12T13:31:19Z""},{""createdAt"":""2021-05-12T14:25:05Z""},{""createdAt"":""2021-05-18T22:42:43Z""},{""createdAt"":""2021-05-31T15:58:39Z""},{""createdAt"":""2021-06-06T03:06:16Z""},{""createdAt"":""2021-07-01T18:57:58Z""},{""createdAt"":""2021-07-02T17:36:00Z""},{""createdAt"":""2021-07-16T16:24:52Z""},{""createdAt"":""2021-08-06T20:23:13Z""},{""createdAt"":""2021-08-17T20:23:15Z""},{""createdAt"":""2021-08-18T14:24:50Z""},{""createdAt"":""2021-08-24T21:20:48Z""},{""createdAt"":""2021-08-27T00:15:37Z""}]",41,2251
umano/AndroidSlidingUpPanel,https://github.com/umano/AndroidSlidingUpPanel,2013-05-31T18:33:53Z,9323,AndroidSlidingUpPanel,2021-09-03T12:11:30Z,Java,81,8,"[{""createdAt"":""2014-06-26T17:43:39Z""},{""createdAt"":""2014-07-08T17:03:01Z""},{""createdAt"":""2014-09-03T16:44:52Z""},{""createdAt"":""2014-12-02T19:10:18Z""},{""createdAt"":""2014-12-05T17:38:01Z""},{""createdAt"":""2015-02-04T20:34:07Z""},{""createdAt"":""2015-10-13T03:48:09Z""},{""createdAt"":""2016-03-07T05:52:22Z""}]",264,556
neo4j/neo4j,https://github.com/neo4j/neo4j,2012-11-12T08:46:15Z,9285,neo4j,2021-09-07T15:34:22Z,Java,7935,72,"[{""createdAt"":""2013-08-30T10:20:00Z""},{""createdAt"":""2013-07-17T13:18:16Z""},{""createdAt"":""2013-08-06T17:27:44Z""},{""createdAt"":""2013-06-26T06:27:42Z""},{""createdAt"":""2013-06-24T09:34:33Z""},{""createdAt"":""2013-05-28T13:06:34Z""},{""createdAt"":""2013-05-20T11:08:24Z""},{""createdAt"":""2013-04-30T10:55:35Z""},{""createdAt"":""2013-04-14T07:20:56Z""},{""createdAt"":""2013-04-22T00:56:30Z""},{""createdAt"":""2013-04-02T10:30:49Z""},{""createdAt"":""2013-03-05T02:49:36Z""},{""createdAt"":""2013-01-17T16:58:43Z""},{""createdAt"":""2012-12-21T10:23:25Z""},{""createdAt"":""2013-02-27T03:34:48Z""},{""createdAt"":""2012-12-13T16:48:07Z""},{""createdAt"":""2012-12-06T14:09:20Z""},{""createdAt"":""2012-11-21T15:32:51Z""},{""createdAt"":""2012-11-21T15:30:10Z""},{""createdAt"":""2013-09-10T10:37:07Z""},{""createdAt"":""2013-09-24T09:27:24Z""},{""createdAt"":""2013-11-11T12:10:54Z""},{""createdAt"":""2014-01-31T00:37:30Z""},{""createdAt"":""2013-12-08T14:33:50Z""},{""createdAt"":""2014-02-03T12:52:35Z""},{""createdAt"":""2014-02-20T11:05:51Z""},{""createdAt"":""2014-04-09T14:04:34Z""},{""createdAt"":""2014-04-13T23:06:48Z""},{""createdAt"":""2014-04-30T10:02:19Z""},{""createdAt"":""2014-04-27T23:18:20Z""},{""createdAt"":""2014-05-29T15:03:09Z""},{""createdAt"":""2014-06-10T16:46:43Z""},{""createdAt"":""2014-06-17T10:05:24Z""},{""createdAt"":""2014-07-07T17:29:58Z""},{""createdAt"":""2014-07-24T12:04:07Z""},{""createdAt"":""2014-09-03T22:15:54Z""},{""createdAt"":""2014-09-30T05:28:16Z""},{""createdAt"":""2014-10-13T08:27:10Z""},{""createdAt"":""2014-11-24T20:01:59Z""},{""createdAt"":""2014-12-02T08:31:10Z""},{""createdAt"":""2014-12-18T09:47:31Z""},{""createdAt"":""2015-01-29T05:57:54Z""},{""createdAt"":""2015-02-03T12:04:24Z""},{""createdAt"":""2015-02-13T07:48:20Z""},{""createdAt"":""2015-03-04T22:01:44Z""},{""createdAt"":""2013-10-14T08:54:08Z""},{""createdAt"":""2013-11-19T17:26:32Z""},{""createdAt"":""2014-05-22T12:15:50Z""},{""createdAt"":""2014-05-16T08:22:21Z""},{""createdAt"":""2015-03-24T11:19:26Z""},{""createdAt"":""2015-04-01T10:30:42Z""},{""createdAt"":""2015-04-13T18:45:34Z""},{""createdAt"":""2015-04-20T13:17:11Z""},{""createdAt"":""2015-05-21T11:27:27Z""},{""createdAt"":""2015-06-09T09:31:10Z""},{""createdAt"":""2015-06-23T13:09:49Z""},{""createdAt"":""2015-08-11T08:12:42Z""},{""createdAt"":""2015-08-27T13:56:40Z""},{""createdAt"":""2015-10-14T18:52:54Z""},{""createdAt"":""2015-11-12T20:54:56Z""},{""createdAt"":""2015-10-20T19:35:05Z""},{""createdAt"":""2015-11-11T18:24:34Z""},{""createdAt"":""2016-04-13T15:56:25Z""},{""createdAt"":""2016-10-10T16:49:04Z""},{""createdAt"":""2016-09-16T16:22:15Z""},{""createdAt"":""2016-10-04T16:48:40Z""},{""createdAt"":""2016-08-31T14:07:06Z""},{""createdAt"":""2016-09-16T17:05:11Z""},{""createdAt"":""2016-10-20T16:50:50Z""},{""createdAt"":""2016-12-09T09:18:30Z""},{""createdAt"":""2017-04-11T08:35:10Z""},{""createdAt"":""2017-09-14T11:34:36Z""}]",224,2755
googlesamples/easypermissions,https://github.com/googlesamples/easypermissions,2015-12-22T18:05:53Z,9235,easypermissions,2021-09-07T06:37:50Z,Java,90,12,"[{""createdAt"":""2017-07-27T17:18:56Z""},{""createdAt"":""2017-08-22T16:10:32Z""},{""createdAt"":""2017-09-26T18:24:12Z""},{""createdAt"":""2017-12-06T19:50:25Z""},{""createdAt"":""2017-12-13T17:52:02Z""},{""createdAt"":""2018-01-12T16:21:21Z""},{""createdAt"":""2018-01-25T19:21:23Z""},{""createdAt"":""2018-03-15T20:42:20Z""},{""createdAt"":""2018-08-06T16:47:26Z""},{""createdAt"":""2018-08-06T16:47:26Z""},{""createdAt"":""2019-01-15T22:31:06Z""},{""createdAt"":""2019-01-23T21:55:28Z""}]",13,199
